IPR;v1.0.3;12/03/2024;Temps d'execution :;2.57secs
"CODE_OPERATION";"CODE_STATION";"DATE";"CODE_PAR";"LIB_PAR";"RESULTAT"
"6926";"41764";"24/08/2017";7644;"Score NTE";4.26261163382261
"6926";"41764";"24/08/2017";7786;"Score DIT";2.93547509541296
"6926";"41764";"24/08/2017";7746;"Score DIO";5.459825717159
"6926";"41764";"24/08/2017";7745;"Score DII";0.606662269526565
"6926";"41764";"24/08/2017";7787;"Score DTI";1.88580035872173
"6926";"41764";"24/08/2017";7036;"IPR";15.187535369147
"38979";"41764";"04/09/2018";NA;"ALT";19
"38979";"41764";"04/09/2018";7744;"Score NER";0.242841013617798
"38979";"41764";"04/09/2018";7743;"Score NEL";0.00754052540018801
"38979";"41764";"04/09/2018";7644;"Score NTE";4.15478850754679
"38979";"41764";"04/09/2018";7786;"Score DIT";1.65247058986571
"38979";"41764";"04/09/2018";7746;"Score DIO";3.46114400822902
"38979";"41764";"04/09/2018";7745;"Score DII";1.0486496933282
"38979";"41764";"04/09/2018";7787;"Score DTI";0.0530885087039949
"38979";"41764";"04/09/2018";7036;"IPR";10.6205228466917
"82602";"41764";"06/09/2019";NA;"ALT";19
"82602";"41764";"06/09/2019";7744;"Score NER";0.240910271981836
"82602";"41764";"06/09/2019";7743;"Score NEL";0.00704266971469245
"82602";"41764";"06/09/2019";7644;"Score NTE";2.82254231572579
"82602";"41764";"06/09/2019";7786;"Score DIT";2.20433977838928
"82602";"41764";"06/09/2019";7746;"Score DIO";4.47898705859064
"82602";"41764";"06/09/2019";7745;"Score DII";0.657034045432864
"82602";"41764";"06/09/2019";7787;"Score DTI";0.568437815204637
"82602";"41764";"06/09/2019";7036;"IPR";10.9792939550397
"84156";"41764";"28/08/2020";NA;"ALT";19
"84156";"41764";"28/08/2020";7744;"Score NER";0.242697915529581
"84156";"41764";"28/08/2020";7743;"Score NEL";0.0661063510207339
"84156";"41764";"28/08/2020";7644;"Score NTE";1.68691943846272
"84156";"41764";"28/08/2020";7786;"Score DIT";2.133434915171
"84156";"41764";"28/08/2020";7746;"Score DIO";4.88365169542458
"84156";"41764";"28/08/2020";7745;"Score DII";0.686842678862047
"84156";"41764";"28/08/2020";7787;"Score DTI";1.42265939933946
"84156";"41764";"28/08/2020";7036;"IPR";11.1223123938101
"87020";"41764";"26/08/2021";NA;"ALT";19
"87020";"41764";"26/08/2021";7744;"Score NER";0.0318647375601045
"87020";"41764";"26/08/2021";7743;"Score NEL";0.00527059087768163
"87020";"41764";"26/08/2021";7644;"Score NTE";4.2633128718147
"87020";"41764";"26/08/2021";7786;"Score DIT";2.96681515557148
"87020";"41764";"26/08/2021";7746;"Score DIO";6.77062178834291
"87020";"41764";"26/08/2021";7745;"Score DII";0.376602275930497
"87020";"41764";"26/08/2021";7787;"Score DTI";2.25882572771592
"87020";"41764";"26/08/2021";7036;"IPR";16.6733131478133
"87838";"41764";"25/08/2022";NA;"ALT";19
"87838";"41764";"25/08/2022";7744;"Score NER";0.032414295900734
"87838";"41764";"25/08/2022";7743;"Score NEL";0.0057528711079007
"87838";"41764";"25/08/2022";7644;"Score NTE";4.23510807032619
"87838";"41764";"25/08/2022";7786;"Score DIT";1.89880476341161
"87838";"41764";"25/08/2022";7746;"Score DIO";3.58904149515811
"87838";"41764";"25/08/2022";7745;"Score DII";0.625446810438339
"87838";"41764";"25/08/2022";7787;"Score DTI";0.435433774515894
"87838";"41764";"25/08/2022";7036;"IPR";10.8220020808588
"91336";"41764";"29/08/2023";NA;"ALT";19
"91336";"41764";"29/08/2023";7744;"Score NER";0.0347895930547096
"91336";"41764";"29/08/2023";7743;"Score NEL";0.0088246602985351
"91336";"41764";"29/08/2023";7644;"Score NTE";4.11486644997391
"91336";"41764";"29/08/2023";7786;"Score DIT";1.81145246845061
"91336";"41764";"29/08/2023";7746;"Score DIO";3.68141597176327
"91336";"41764";"29/08/2023";7745;"Score DII";0.986555252910403
"91336";"41764";"29/08/2023";7787;"Score DTI";0.0784692057557452
"91336";"41764";"29/08/2023";7036;"IPR";10.7163736022072
"6491";"47430";"06/06/2007";NA;"ALT";15
"6491";"47430";"06/06/2007";7744;"Score NER";2.43153415173013
"6491";"47430";"06/06/2007";7743;"Score NEL";1.49799063607675
"6491";"47430";"06/06/2007";7644;"Score NTE";8.15316417659962
"6491";"47430";"06/06/2007";7786;"Score DIT";2.67462506057228
"6491";"47430";"06/06/2007";7746;"Score DIO";4.91842127554246
"6491";"47430";"06/06/2007";7745;"Score DII";0.970682823571973
"6491";"47430";"06/06/2007";7787;"Score DTI";0.272908732520094
"6491";"47430";"06/06/2007";7036;"IPR";20.9193268566133
"6528";"47430";"12/06/2008";NA;"ALT";15
"6528";"47430";"12/06/2008";7744;"Score NER";0.846982158805778
"6528";"47430";"12/06/2008";7743;"Score NEL";1.61605607484688
"6528";"47430";"12/06/2008";7644;"Score NTE";6.69619624588527
"6528";"47430";"12/06/2008";7786;"Score DIT";1.94529941898436
"6528";"47430";"12/06/2008";7746;"Score DIO";3.61582438589356
"6528";"47430";"12/06/2008";7745;"Score DII";1.8388726010318
"6528";"47430";"12/06/2008";7787;"Score DTI";1.22028527753063
"6528";"47430";"12/06/2008";7036;"IPR";17.7795161629783
"6623";"47430";"30/06/2009";NA;"ALT";15
"6623";"47430";"30/06/2009";7744;"Score NER";0.888425538756002
"6623";"47430";"30/06/2009";7743;"Score NEL";1.50412419854883
"6623";"47430";"30/06/2009";7644;"Score NTE";3.11331344150045
"6623";"47430";"30/06/2009";7786;"Score DIT";1.66513452539036
"6623";"47430";"30/06/2009";7746;"Score DIO";2.76556582211539
"6623";"47430";"30/06/2009";7745;"Score DII";0.986706483428292
"6623";"47430";"30/06/2009";7787;"Score DTI";0.662991746538501
"6623";"47430";"30/06/2009";7036;"IPR";11.5862617562778
"6713";"47430";"11/06/2010";NA;"ALT";15
"6713";"47430";"11/06/2010";7744;"Score NER";0.892424021122858
"6713";"47430";"11/06/2010";7743;"Score NEL";3.21926366974176
"6713";"47430";"11/06/2010";7644;"Score NTE";3.08980634525814
"6713";"47430";"11/06/2010";7786;"Score DIT";1.80520685812791
"6713";"47430";"11/06/2010";7746;"Score DIO";2.72281964752976
"6713";"47430";"11/06/2010";7745;"Score DII";0.706297253739893
"6713";"47430";"11/06/2010";7787;"Score DTI";0.212797960715216
"6713";"47430";"11/06/2010";7036;"IPR";12.6486157562355
"6725";"47430";"28/06/2011";NA;"ALT";15
"6725";"47430";"28/06/2011";7744;"Score NER";0.894309673323457
"6725";"47430";"28/06/2011";7743;"Score NEL";3.12430462483357
"6725";"47430";"28/06/2011";7644;"Score NTE";6.16857631466938
"6725";"47430";"28/06/2011";7786;"Score DIT";4.38041779219041
"6725";"47430";"28/06/2011";7746;"Score DIO";7.64328221055871
"6725";"47430";"28/06/2011";7745;"Score DII";0.192201290418789
"6725";"47430";"28/06/2011";7787;"Score DTI";2.9635204415172
"6725";"47430";"28/06/2011";7036;"IPR";25.3666123475115
"6768";"47430";"21/06/2012";NA;"ALT";15
"6768";"47430";"21/06/2012";7744;"Score NER";2.42338138547609
"6768";"47430";"21/06/2012";7743;"Score NEL";1.5223451878376
"6768";"47430";"21/06/2012";7644;"Score NTE";3.13208910674372
"6768";"47430";"21/06/2012";7786;"Score DIT";1.56516050119232
"6768";"47430";"21/06/2012";7746;"Score DIO";2.98893262827631
"6768";"47430";"21/06/2012";7745;"Score DII";1.34167117894259
"6768";"47430";"21/06/2012";7787;"Score DTI";0.933861000784164
"6768";"47430";"21/06/2012";7036;"IPR";13.9074409892528
"6818";"47430";"02/07/2013";NA;"ALT";15
"6818";"47430";"02/07/2013";7744;"Score NER";0.886575398691722
"6818";"47430";"02/07/2013";7743;"Score NEL";3.30224893379164
"6818";"47430";"02/07/2013";7644;"Score NTE";4.56140810614913
"6818";"47430";"02/07/2013";7786;"Score DIT";3.03828702184599
"6818";"47430";"02/07/2013";7746;"Score DIO";5.66365811587528
"6818";"47430";"02/07/2013";7745;"Score DII";0.991686332731192
"6818";"47430";"02/07/2013";7787;"Score DTI";0.394094294406955
"6818";"47430";"02/07/2013";7036;"IPR";18.8379582034919
"6866";"47430";"02/09/2014";NA;"ALT";15
"6866";"47430";"02/09/2014";7744;"Score NER";0.889255608430158
"6866";"47430";"02/09/2014";7743;"Score NEL";1.49799063607675
"6866";"47430";"02/09/2014";7644;"Score NTE";4.54002882791143
"6866";"47430";"02/09/2014";7786;"Score DIT";4.5734104907465
"6866";"47430";"02/09/2014";7746;"Score DIO";8.07250362387128
"6866";"47430";"02/09/2014";7745;"Score DII";0.302749292331977
"6866";"47430";"02/09/2014";7787;"Score DTI";2.46430251331027
"6866";"47430";"02/09/2014";7036;"IPR";22.3402409926784
"6894";"47430";"09/07/2015";NA;"ALT";15
"6894";"47430";"09/07/2015";7744;"Score NER";0.891840118522257
"6894";"47430";"09/07/2015";7743;"Score NEL";3.0162345751675
"6894";"47430";"09/07/2015";7644;"Score NTE";6.18567020438329
"6894";"47430";"09/07/2015";7786;"Score DIT";3.73107983906538
"6894";"47430";"09/07/2015";7746;"Score DIO";6.67719230399218
"6894";"47430";"09/07/2015";7745;"Score DII";0.807970369900921
"6894";"47430";"09/07/2015";7787;"Score DTI";1.58694899971315
"6894";"47430";"09/07/2015";7036;"IPR";22.8969364107447
"6897";"47430";"29/06/2016";NA;"ALT";15
"6897";"47430";"29/06/2016";7744;"Score NER";0.876931096555526
"6897";"47430";"29/06/2016";7743;"Score NEL";3.37241736278167
"6897";"47430";"29/06/2016";7644;"Score NTE";4.64303501293871
"6897";"47430";"29/06/2016";7786;"Score DIT";2.00940401083732
"6897";"47430";"29/06/2016";7746;"Score DIO";3.97827170074587
"6897";"47430";"29/06/2016";7745;"Score DII";2.65722508992295
"6897";"47430";"29/06/2016";7787;"Score DTI";1.1528738204286
"6897";"47430";"29/06/2016";7036;"IPR";18.6901580942107
"6925";"47430";"21/06/2017";NA;"ALT";15
"6925";"47430";"21/06/2017";7744;"Score NER";2.43446751232358
"6925";"47430";"21/06/2017";7743;"Score NEL";2.96668485342337
"6925";"47430";"21/06/2017";7644;"Score NTE";1.92750561623352
"6925";"47430";"21/06/2017";7786;"Score DIT";3.06596714764837
"6925";"47430";"21/06/2017";7746;"Score DIO";5.13556507912792
"6925";"47430";"21/06/2017";7745;"Score DII";0.456610519370791
"6925";"47430";"21/06/2017";7787;"Score DTI";1.26482936170887
"6925";"47430";"21/06/2017";7036;"IPR";17.2516300898364
"38977";"47430";"20/06/2018";NA;"ALT";15
"38977";"47430";"20/06/2018";7744;"Score NER";0.859334924244666
"38977";"47430";"20/06/2018";7743;"Score NEL";1.59922400604831
"38977";"47430";"20/06/2018";7644;"Score NTE";4.80769180523017
"38977";"47430";"20/06/2018";7786;"Score DIT";2.01724972961116
"38977";"47430";"20/06/2018";7746;"Score DIO";4.129158896365
"38977";"47430";"20/06/2018";7745;"Score DII";2.55145912437141
"38977";"47430";"20/06/2018";7787;"Score DTI";1.07968806047569
"38977";"47430";"20/06/2018";7036;"IPR";17.0438065463464
"82624";"47430";"13/09/2019";NA;"ALT";15
"82624";"47430";"13/09/2019";7744;"Score NER";0.858166607774701
"82624";"47430";"13/09/2019";7743;"Score NEL";3.44450769330009
"82624";"47430";"13/09/2019";7644;"Score NTE";3.33343628555924
"82624";"47430";"13/09/2019";7786;"Score DIT";2.65913376376961
"82624";"47430";"13/09/2019";7746;"Score DIO";5.412934488063
"82624";"47430";"13/09/2019";7745;"Score DII";1.23440246991095
"82624";"47430";"13/09/2019";7787;"Score DTI";0.0144018037973926
"82624";"47430";"13/09/2019";7036;"IPR";16.956983112175
"83875";"47430";"14/10/2020";NA;"ALT";15
"83875";"47430";"14/10/2020";7744;"Score NER";0.887723542533115
"83875";"47430";"14/10/2020";7743;"Score NEL";1.50890042812472
"83875";"47430";"14/10/2020";7644;"Score NTE";4.55216842133014
"83875";"47430";"14/10/2020";7786;"Score DIT";3.08881726746371
"83875";"47430";"14/10/2020";7746;"Score DIO";5.83034981053025
"83875";"47430";"14/10/2020";7745;"Score DII";0.371096290705891
"83875";"47430";"14/10/2020";7787;"Score DTI";1.13567968539503
"83875";"47430";"14/10/2020";7036;"IPR";17.3747354460829
"86952";"47430";"22/06/2021";NA;"ALT";15
"86952";"47430";"22/06/2021";7744;"Score NER";0.845223528341101
"86952";"47430";"22/06/2021";7743;"Score NEL";1.61793241457242
"86952";"47430";"22/06/2021";7644;"Score NTE";4.95390957562067
"86952";"47430";"22/06/2021";7786;"Score DIT";3.0900925529353
"86952";"47430";"22/06/2021";7746;"Score DIO";6.06174030324102
"86952";"47430";"22/06/2021";7745;"Score DII";0.857783481034728
"86952";"47430";"22/06/2021";7787;"Score DTI";0.346918982106666
"86952";"47430";"22/06/2021";7036;"IPR";17.7736008378519
"87642";"47430";"20/06/2022";NA;"ALT";15
"87642";"47430";"20/06/2022";7744;"Score NER";0.883329864732108
"87642";"47430";"20/06/2022";7743;"Score NEL";3.33064966179138
"87642";"47430";"20/06/2022";7644;"Score NTE";6.278789525474
"87642";"47430";"20/06/2022";7786;"Score DIT";6.14292340115135
"87642";"47430";"20/06/2022";7746;"Score DIO";10.8108747927764
"87642";"47430";"20/06/2022";7745;"Score DII";0.402906245952615
"87642";"47430";"20/06/2022";7787;"Score DTI";4.26026087413767
"87642";"47430";"20/06/2022";7036;"IPR";32.1097343660155
"91332";"47430";"20/06/2023";NA;"ALT";15
"91332";"47430";"20/06/2023";7744;"Score NER";2.42117790468865
"91332";"47430";"20/06/2023";7743;"Score NEL";3.32173372369644
"91332";"47430";"20/06/2023";7644;"Score NTE";1.93758976516129
"91332";"47430";"20/06/2023";7786;"Score DIT";4.14333707103142
"91332";"47430";"20/06/2023";7746;"Score DIO";7.57305382699105
"91332";"47430";"20/06/2023";7745;"Score DII";1.24103347335489
"91332";"47430";"20/06/2023";7787;"Score DTI";1.2380986189215
"91332";"47430";"20/06/2023";7036;"IPR";21.8760243838452
"26883";"62334";"14/09/2007";NA;"ALT";78
"26883";"62334";"14/09/2007";7744;"Score NER";5.74803347814818
"26883";"62334";"14/09/2007";7743;"Score NEL";5.1102141987417
"26883";"62334";"14/09/2007";7644;"Score NTE";1.41107548516113
"26883";"62334";"14/09/2007";7786;"Score DIT";1.13312721724138
"26883";"62334";"14/09/2007";7746;"Score DIO";0.89921763574836
"26883";"62334";"14/09/2007";7745;"Score DII";0.361225546668325
"26883";"62334";"14/09/2007";7787;"Score DTI";0.225606803076802
"26883";"62334";"14/09/2007";7036;"IPR";14.8885003647859
"26882";"62334";"16/09/2008";NA;"ALT";78
"26882";"62334";"16/09/2008";7744;"Score NER";5.80323718564439
"26882";"62334";"16/09/2008";7743;"Score NEL";5.06090600058245
"26882";"62334";"16/09/2008";7644;"Score NTE";0.626006515186051
"26882";"62334";"16/09/2008";7786;"Score DIT";2.86978287516163
"26882";"62334";"16/09/2008";7746;"Score DIO";2.48404946232569
"26882";"62334";"16/09/2008";7745;"Score DII";0.377684262667756
"26882";"62334";"16/09/2008";7787;"Score DTI";2.41568624285138
"26882";"62334";"16/09/2008";7036;"IPR";19.6373525444193
"24702";"62334";"11/09/2009";NA;"ALT";78
"24702";"62334";"11/09/2009";7744;"Score NER";2.45667104830956
"24702";"62334";"11/09/2009";7743;"Score NEL";2.26260013146777
"24702";"62334";"11/09/2009";7644;"Score NTE";0.698721575359448
"24702";"62334";"11/09/2009";7786;"Score DIT";3.36696071653434
"24702";"62334";"11/09/2009";7746;"Score DIO";2.92413537680746
"24702";"62334";"11/09/2009";7745;"Score DII";0.00640577824951069
"24702";"62334";"11/09/2009";7787;"Score DTI";6.10167789914097
"24702";"62334";"11/09/2009";7036;"IPR";17.8171725258691
"24701";"62334";"16/09/2010";NA;"ALT";78
"24701";"62334";"16/09/2010";7744;"Score NER";5.79448731723011
"24701";"62334";"16/09/2010";7743;"Score NEL";5.07167805549075
"24701";"62334";"16/09/2010";7644;"Score NTE";2.61498612105026
"24701";"62334";"16/09/2010";7786;"Score DIT";1.45576364771317
"24701";"62334";"16/09/2010";7746;"Score DIO";1.29833722894665
"24701";"62334";"16/09/2010";7745;"Score DII";0.202073697546691
"24701";"62334";"16/09/2010";7787;"Score DTI";2.40366132857424
"24701";"62334";"16/09/2010";7036;"IPR";18.8409873965519
"24700";"62334";"26/09/2011";NA;"ALT";78
"24700";"62334";"26/09/2011";7744;"Score NER";5.81699115145406
"24700";"62334";"26/09/2011";7743;"Score NEL";5.0394722154852
"24700";"62334";"26/09/2011";7644;"Score NTE";0.0396197157136074
"24700";"62334";"26/09/2011";7786;"Score DIT";1.712741143554
"24700";"62334";"26/09/2011";7746;"Score DIO";1.35688770980436
"24700";"62334";"26/09/2011";7745;"Score DII";0.0751548544021919
"24700";"62334";"26/09/2011";7787;"Score DTI";2.40315640274832
"24700";"62334";"26/09/2011";7036;"IPR";16.4440231931617
"24699";"62334";"26/09/2012";NA;"ALT";78
"24699";"62334";"26/09/2012";7744;"Score NER";5.80665809893222
"24699";"62334";"26/09/2012";7743;"Score NEL";2.27473012445152
"24699";"62334";"26/09/2012";7644;"Score NTE";0.0584206356268011
"24699";"62334";"26/09/2012";7786;"Score DIT";2.15173504059727
"24699";"62334";"26/09/2012";7746;"Score DIO";1.85118019534279
"24699";"62334";"26/09/2012";7745;"Score DII";0.0611474132864747
"24699";"62334";"26/09/2012";7787;"Score DTI";3.16953995761227
"24699";"62334";"26/09/2012";7036;"IPR";15.3734114658493
"24698";"62334";"26/09/2013";NA;"ALT";78
"24698";"62334";"26/09/2013";7744;"Score NER";5.74600911293299
"24698";"62334";"26/09/2013";7743;"Score NEL";5.11143438774424
"24698";"62334";"26/09/2013";7644;"Score NTE";1.40767847010271
"24698";"62334";"26/09/2013";7786;"Score DIT";1.76241034888449
"24698";"62334";"26/09/2013";7746;"Score DIO";1.60234244509569
"24698";"62334";"26/09/2013";7745;"Score DII";0.0547416732551386
"24698";"62334";"26/09/2013";7787;"Score DTI";2.67438209558272
"24698";"62334";"26/09/2013";7036;"IPR";18.358998533598
"24697";"62334";"15/09/2014";NA;"ALT";78
"24697";"62334";"15/09/2014";7744;"Score NER";5.77764882420648
"24697";"62334";"15/09/2014";7743;"Score NEL";5.08851277674331
"24697";"62334";"15/09/2014";7644;"Score NTE";1.46479771417778
"24697";"62334";"15/09/2014";7786;"Score DIT";2.22078029820353
"24697";"62334";"15/09/2014";7746;"Score DIO";1.89419815990651
"24697";"62334";"15/09/2014";7745;"Score DII";0.0315719332291197
"24697";"62334";"15/09/2014";7787;"Score DTI";3.16492407086039
"24697";"62334";"15/09/2014";7036;"IPR";19.6424337773271
"24696";"62334";"29/09/2015";NA;"ALT";78
"24696";"62334";"29/09/2015";7744;"Score NER";5.8119274728269
"24696";"62334";"29/09/2015";7743;"Score NEL";2.27302537753921
"24696";"62334";"29/09/2015";7644;"Score NTE";0.644226813462002
"24696";"62334";"29/09/2015";7786;"Score DIT";2.89824070118839
"24696";"62334";"29/09/2015";7746;"Score DIO";2.58710408897855
"24696";"62334";"29/09/2015";7745;"Score DII";0.0133795955995978
"24696";"62334";"29/09/2015";7787;"Score DTI";4.36061234027816
"24696";"62334";"29/09/2015";7036;"IPR";18.5885163898728
"24695";"62334";"20/09/2016";NA;"ALT";78
"24695";"62334";"20/09/2016";7744;"Score NER";5.80416620575834
"24695";"62334";"20/09/2016";7743;"Score NEL";5.05965484173043
"24695";"62334";"20/09/2016";7644;"Score NTE";0.627858021151933
"24695";"62334";"20/09/2016";7786;"Score DIT";2.14368706878428
"24695";"62334";"20/09/2016";7746;"Score DIO";1.79245425347869
"24695";"62334";"20/09/2016";7745;"Score DII";0.100636290286822
"24695";"62334";"20/09/2016";7787;"Score DTI";2.95932219978533
"24695";"62334";"20/09/2016";7036;"IPR";18.4877788809758
"24694";"62334";"18/09/2017";NA;"ALT";78
"24694";"62334";"18/09/2017";7744;"Score NER";5.81677614593678
"24694";"62334";"18/09/2017";7743;"Score NEL";5.0398666283852
"24694";"62334";"18/09/2017";7644;"Score NTE";1.55685653416782
"24694";"62334";"18/09/2017";7786;"Score DIT";2.07134964503707
"24694";"62334";"18/09/2017";7746;"Score DIO";1.70789326807979
"24694";"62334";"18/09/2017";7745;"Score DII";0.0851229476227927
"24694";"62334";"18/09/2017";7787;"Score DTI";3.69510820725485
"24694";"62334";"18/09/2017";7036;"IPR";19.9729733764843
"39639";"62334";"20/09/2018";NA;"ALT";78
"39639";"62334";"20/09/2018";7744;"Score NER";5.81511299597548
"39639";"62334";"20/09/2018";7743;"Score NEL";5.04283944471154
"39639";"62334";"20/09/2018";7644;"Score NTE";1.5519804146986
"39639";"62334";"20/09/2018";7786;"Score DIT";1.75509697448367
"39639";"62334";"20/09/2018";7746;"Score DIO";1.38460325668069
"39639";"62334";"20/09/2018";7745;"Score DII";0.242042411679638
"39639";"62334";"20/09/2018";7787;"Score DTI";2.38875458282683
"39639";"62334";"20/09/2018";7036;"IPR";18.1804300810565
"82793";"62334";"27/09/2019";NA;"ALT";78
"82793";"62334";"27/09/2019";7744;"Score NER";5.76741192970563
"82793";"62334";"27/09/2019";7743;"Score NEL";5.09693950094622
"82793";"62334";"27/09/2019";7644;"Score NTE";1.44525868039463
"82793";"62334";"27/09/2019";7786;"Score DIT";1.33059168766637
"82793";"62334";"27/09/2019";7746;"Score DIO";1.07324672215692
"82793";"62334";"27/09/2019";7745;"Score DII";0.0014481199729397
"82793";"62334";"27/09/2019";7787;"Score DTI";3.72313672445473
"82793";"62334";"27/09/2019";7036;"IPR";18.4380333652974
"84449";"62334";"23/09/2020";NA;"ALT";78
"84449";"62334";"23/09/2020";7744;"Score NER";2.40404910292155
"84449";"62334";"23/09/2020";7743;"Score NEL";2.28173401684583
"84449";"62334";"23/09/2020";7644;"Score NTE";0.857735721007242
"84449";"62334";"23/09/2020";7786;"Score DIT";3.57432717181881
"84449";"62334";"23/09/2020";7746;"Score DIO";3.22910208602133
"84449";"62334";"23/09/2020";7745;"Score DII";0.17796478731294
"84449";"62334";"23/09/2020";7787;"Score DTI";6.2910239218979
"84449";"62334";"23/09/2020";7036;"IPR";18.8159368078256
"87287";"62334";"13/10/2021";NA;"ALT";78
"87287";"62334";"13/10/2021";7744;"Score NER";5.8241756875895
"87287";"62334";"13/10/2021";7743;"Score NEL";5.02464607159181
"87287";"62334";"13/10/2021";7644;"Score NTE";1.58068761688103
"87287";"62334";"13/10/2021";7786;"Score DIT";3.47371073152759
"87287";"62334";"13/10/2021";7746;"Score DIO";3.00249470407902
"87287";"62334";"13/10/2021";7745;"Score DII";0.00428435672185606
"87287";"62334";"13/10/2021";7787;"Score DTI";7.75088728931564
"87287";"62334";"13/10/2021";7036;"IPR";26.6608864577065
"89152";"62334";"02/09/2022";NA;"ALT";78
"89152";"62334";"02/09/2022";7744;"Score NER";0.714451811610586
"89152";"62334";"02/09/2022";7743;"Score NEL";0.765737878359134
"89152";"62334";"02/09/2022";7644;"Score NTE";1.5672988102953
"89152";"62334";"02/09/2022";7786;"Score DIT";2.76802279097043
"89152";"62334";"02/09/2022";7746;"Score DIO";2.38086451476225
"89152";"62334";"02/09/2022";7745;"Score DII";0.0167119269564976
"89152";"62334";"02/09/2022";7787;"Score DTI";6.18392367445152
"89152";"62334";"02/09/2022";7036;"IPR";14.3970114074057
"90330";"62334";"01/09/2023";NA;"ALT";78
"90330";"62334";"01/09/2023";7744;"Score NER";2.45430338522494
"90330";"62334";"01/09/2023";7743;"Score NEL";2.26408531599445
"90330";"62334";"01/09/2023";7644;"Score NTE";1.60169188673104
"90330";"62334";"01/09/2023";7786;"Score DIT";1.63889404421109
"90330";"62334";"01/09/2023";7746;"Score DIO";1.27911126828686
"90330";"62334";"01/09/2023";7745;"Score DII";0.14065721709677
"90330";"62334";"01/09/2023";7787;"Score DTI";1.84543445656214
"90330";"62334";"01/09/2023";7036;"IPR";11.2241775741073
"30585";"66375";"09/07/2007";NA;"ALT";112
"30585";"66375";"09/07/2007";7744;"Score NER";5.55250967236017
"30585";"66375";"09/07/2007";7743;"Score NEL";4.56180887630395
"30585";"66375";"09/07/2007";7644;"Score NTE";1.28452293904522
"30585";"66375";"09/07/2007";7786;"Score DIT";0.493934466533044
"30585";"66375";"09/07/2007";7746;"Score DIO";1.94690629635461
"30585";"66375";"09/07/2007";7745;"Score DII";1.50103285588671
"30585";"66375";"09/07/2007";7787;"Score DTI";2.52569113670091
"30585";"66375";"09/07/2007";7036;"IPR";17.8664062431846
"30749";"66375";"25/06/2009";NA;"ALT";112
"30749";"66375";"25/06/2009";7744;"Score NER";5.61370848232442
"30749";"66375";"25/06/2009";7743;"Score NEL";2.20743649605582
"30749";"66375";"25/06/2009";7644;"Score NTE";0.373824393056363
"30749";"66375";"25/06/2009";7786;"Score DIT";1.7048424832166
"30749";"66375";"25/06/2009";7746;"Score DIO";5.30398026925459
"30749";"66375";"25/06/2009";7745;"Score DII";0.0911488627407283
"30749";"66375";"25/06/2009";7787;"Score DTI";1.76435146891847
"30749";"66375";"25/06/2009";7036;"IPR";17.059292455567
"30862";"66375";"30/05/2011";NA;"ALT";112
"30862";"66375";"30/05/2011";7744;"Score NER";5.6942016370708
"30862";"66375";"30/05/2011";7743;"Score NEL";8.90914387510964
"30862";"66375";"30/05/2011";7644;"Score NTE";6.49900553469761
"30862";"66375";"30/05/2011";7786;"Score DIT";4.95773982507754
"30862";"66375";"30/05/2011";7746;"Score DIO";11.6602337612601
"30862";"66375";"30/05/2011";7745;"Score DII";0.0648923427044738
"30862";"66375";"30/05/2011";7787;"Score DTI";3.99846573247665
"30862";"66375";"30/05/2011";7036;"IPR";41.7836827083968
"31019";"66375";"04/07/2013";NA;"ALT";112
"31019";"66375";"04/07/2013";7744;"Score NER";5.70430442341918
"31019";"66375";"04/07/2013";7743;"Score NEL";4.98804917286818
"31019";"66375";"04/07/2013";7644;"Score NTE";0.289106597422322
"31019";"66375";"04/07/2013";7786;"Score DIT";0.62749941334717
"31019";"66375";"04/07/2013";7746;"Score DIO";3.76758090980722
"31019";"66375";"04/07/2013";7745;"Score DII";0.0361053871376983
"31019";"66375";"04/07/2013";7787;"Score DTI";2.4475544292707
"31019";"66375";"04/07/2013";7036;"IPR";17.8602003332725
"25079";"66375";"27/05/2015";NA;"ALT";112
"25079";"66375";"27/05/2015";7744;"Score NER";5.59750575610846
"25079";"66375";"27/05/2015";7743;"Score NEL";8.48810483664531
"25079";"66375";"27/05/2015";7644;"Score NTE";1.36152446682141
"25079";"66375";"27/05/2015";7786;"Score DIT";4.12900962274041
"25079";"66375";"27/05/2015";7746;"Score DIO";9.05813968009343
"25079";"66375";"27/05/2015";7745;"Score DII";0.0106786514821833
"25079";"66375";"27/05/2015";7787;"Score DTI";5.47954762321759
"25079";"66375";"27/05/2015";7036;"IPR";34.1245106371088
"25078";"66375";"30/05/2017";NA;"ALT";112
"25078";"66375";"30/05/2017";7744;"Score NER";5.5960429885544
"25078";"66375";"30/05/2017";7743;"Score NEL";8.48170759578836
"25078";"66375";"30/05/2017";7644;"Score NTE";6.16914701795693
"25078";"66375";"30/05/2017";7786;"Score DIT";0.79854959035643
"25078";"66375";"30/05/2017";7746;"Score DIO";1.08208640310285
"25078";"66375";"30/05/2017";7745;"Score DII";0.0759946741252631
"25078";"66375";"30/05/2017";7787;"Score DTI";1.51913902636165
"25078";"66375";"30/05/2017";7036;"IPR";23.7226672962459
"82482";"66375";"03/06/2019";NA;"ALT";112
"82482";"66375";"03/06/2019";7744;"Score NER";5.71014389045798
"82482";"66375";"03/06/2019";7743;"Score NEL";8.9788576264761
"82482";"66375";"03/06/2019";7644;"Score NTE";2.86788513835461
"82482";"66375";"03/06/2019";7786;"Score DIT";2.12520197266327
